"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.0991856441653839,0.0951982357548834,0.0925950456443411,0.0912608424795094,0.090660423379607,0.0904092803642162,0.0903083139981111,0.0902685523347124,0.0902530564923601,0.0902470486810845,0.0902447253189091,0.0902438279235484,0.0902434815111492,0.0902433478272917,0.0902432962444575,0.0902432763421611,0.0902432686634609,0.0902432657009134,0.0902432645578877,0.0902432641169636,0.0902432639468329
"3",0.126773552608815,0.121427660405852,0.117675553922946,0.115612521700376,0.114606995496213,0.114148978177812,0.113948047322991,0.113861658170434,0.113824901300216,0.11380934395749,0.113802776336468,0.113800007252151,0.11379884043215,0.113798348904079,0.113798141873253,0.113798054677738,0.1137980179544,0.113798002488242,0.113797995974686,0.113797993231481,0.113797992076107
"4",0.153439257900965,0.146805871113043,0.141807627380543,0.138872734128872,0.137327555176638,0.136561478790654,0.136194495866781,0.13602208256558,0.135941947566061,0.13590491771575,0.135887858861878,0.135880012715799,0.135876406855562,0.135874750391439,0.135873989600904,0.13587364021673,0.13587347977435,0.135873406098691,0.135873372267067,0.135873356731694,0.135873349597965
"5",0.179207944803534,0.1714388752447,0.165152518768628,0.161231655120542,0.159011914679009,0.157816928546338,0.15719217866715,0.156871325694304,0.156708338387889,0.156626091464017,0.156584751466327,0.156564020494531,0.156553638192464,0.156548442518251,0.156545843508964,0.156544543720479,0.156543893767434,0.156543568784196,0.156543406295372,0.156543325054017,0.156543284435311
"6",0.204097115321427,0.195421984320606,0.187864472049322,0.182887080469726,0.17987608192937,0.178124235288408,0.177127175778265,0.176567846679684,0.176257259286866,0.176086039354285,0.175992122594645,0.175940781503709,0.175912776918337,0.17589752295642,0.175889221492931,0.175884706136383,0.175882250935694,0.175880916196557,0.17588019066745,0.17587979631624,0.175879581980871
"7",0.228118422920568,0.218840764171061,0.210087837968268,0.204037507275486,0.200157111369,0.197734697443833,0.19624165788864,0.195329464937498,0.194776358873996,0.194443236611505,0.194243741814193,0.194124808307831,0.194054142879442,0.194012258744722,0.193987475896232,0.193972828932937,0.193964179139476,0.193959073609922,0.193956061086609,0.193954283928239,0.193953235685976
"8",0.251279054889474,0.24177185945867,0.231954555712648,0.22487364431112,0.220101201178682,0.216934892056583,0.214839514972302,0.213454139406827,0.212540442663542,0.211940270085556,0.211547939641963,0.21129271015334,0.211127388770688,0.211020690298128,0.210952024066181,0.210907930275069,0.210879661642131,0.210861560017274,0.21084997860052,0.210842573258424,0.210837840154134
"9",0.273582789678077,0.264283752254656,0.253582365713721,0.245570081182458,0.239946927585423,0.236026088660616,0.23327242246416,0.23132315400392,0.229936731915625,0.22894938598371,0.228247222051026,0.227749377762187,0.227397735134694,0.227150336192644,0.226976922118916,0.226855764721432,0.226771350500754,0.226712669113927,0.226671949585809,0.226643733751622,0.226624203349569
"10",0.295030813976226,0.286437483172356,0.275073908129669,0.266278728259713,0.259907779318308,0.255293619668112,0.25190110313713,0.249366713700283,0.247449732503662,0.245987874178611,0.244868130679188,0.244009093976529,0.243350378951265,0.242846192866488,0.242461295631457,0.242168346453821,0.241946069173329,0.24177791734375,0.241651060615309,0.241555592050604,0.24148389823168
"11",0.315622357195582,0.308287344708313,0.296516678966195,0.287125022316455,0.280158711408427,0.274976224353453,0.271042158829928,0.267990028050244,0.265577759431931,0.263643602074797,0.262076367170156,0.260797056734576,0.259747697733883,0.258884473794811,0.258173404959266,0.257587561207513,0.257105220104757,0.256708618791441,0.256383087288873,0.256116430059896,0.255898471101661
"12",0.335355183208017,0.329881546325299,0.317983693528213,0.308207074482289,0.300829741730222,0.295246479299727,0.29092443940004,0.28749400786169,0.284710116455476,0.282409192059775,0.280479344107359,0.27884174148658,0.277439205497171,0.276229143570425,0.275179067242486,0.274263669822375,0.273462868029346,0.272760455828862,0.272143157816546,0.271599950180894,0.271121565155264
"13",0.354225967292501,0.351262846464288,0.339534651158525,0.329597260660801,0.322006784572235,0.316207389871877,0.311674154066441,0.308036855921622,0.305048470072752,0.302543711953672,0.300409465924858,0.298566097245387,0.296955941506181,0.295536154835253,0.29427417337422,0.293144751368726,0.292127975708374,0.291207900399596,0.290371585162748,0.289608404165617,0.288909539548894
"14",0.372230578179852,0.372469145805593,0.361217393194086,0.351345411558864,0.343737680596487,0.337902207213083,0.333328478535733,0.329649355056385,0.326618171073016,0.32406944167293,0.321889820759875,0.319999514538402,0.318340768383112,0.316870696734785,0.315556724879877,0.314373614831807,0.313301472105057,0.312324375429644,0.311429412503934,0.310605987075682,0.30984531155225
"15",0.389364279553267,0.3935340370788,0.383069477211457,0.373482742902867,0.366040640259269,0.360330464531573,0.355863187667029,0.352278901831353,0.349334002546224,0.346864654713197,0.34475859438568,0.342936828892394,0.34134223555323,0.339932443922273,0.338675307146615,0.337545947173348,0.336524775321079,0.335596132334656,0.334747332098582,0.333967974953977,0.333249445249437
"16",0.405621861511795,0.414487308465834,0.405119735666248,0.396025851326653,0.388912806441335,0.383464033898809,0.379219983798206,0.375832809306512,0.373065177260146,0.370757138763134,0.36879912489976,0.367114143701191,0.365646621850608,0.3643554231634,0.363209404547696,0.362184517594316,0.361261868576917,0.360426387031283,0.359665890637608,0.358970414566158,0.358331721376887
"17",0.42099770976364,0.435355399506827,0.427389732347613,0.418980349987919,0.412337604690254,0.407259938245547,0.403326622556139,0.400207651218997,0.397675842885051,0.395577850278488,0.393808761005064,0.392295041455314,0.390983778628211,0.389835936057142,0.388822061307713,0.387919489459226,0.387110474320019,0.386380908295527,0.385719425111685,0.38511675764784,0.384565269654421
"18",0.435485818291293,0.456161810061758,0.449895068290723,0.442343938891381,0.436290403835031,0.431669182666623,0.428109154524494,0.425304799261853,0.423043470309746,0.421181416753496,0.419620487820506,0.418292126405294,0.417147199950189,0.416149614684288,0.415272254031451,0.414494337509595,0.413799660178761,0.413175389991136,0.412611227269909,0.412098804933607,0.411631252414195
"19",0.449079749639355,0.476927464162591,0.472646517347496,0.466108861256907,0.460742540738088,0.456642186731579,0.453498232367176,0.451036795607613,0.449064302050683,0.447449569724143,0.446103209775148,0.444963020926549,0.443984623148665,0.443135563489122,0.442391570678737,0.441734125444926,0.441148845851837,0.440624388016516,0.440151680481018,0.439723379756339,0.439333475795402
"20",0.461772545607414,0.49767103148723,0.495650990850725,0.490263788684093,0.485663999521879,0.482131774039942,0.479431715783865,0.47732880387748,0.475652896536214,0.474288096808766,0.473155515155492,0.472200444454092,0.471384018809006,0.470677944651892,0.470061154089536,0.469517638936968,0.46903501589901,0.468603553169195,0.468215494918067,0.467864582623627,0.467545709403131
"21",0.451252349431168,0.518409209737277,0.518912342406646,0.514795219901378,0.511025086202162,0.508094586000766,0.50585524634565,0.504117831246487,0.502739589305201,0.501622244236255,0.500698821248073,0.499922984917144,0.499261937661656,0.498691899978279,0.498195236092702,0.497758596573448,0.497371691384516,0.497026460260986,0.496716498953872,0.496436654041731,0.496182731278621
"22",0.439199360317739,0.539156971470306,0.542432029837253,0.539688488572666,0.536797401207172,0.534491559078562,0.532721837062606,0.53135115402584,0.530267589738113,0.529392408635268,0.528671649551468,0.528067989730837,0.527555078064166,0.527113872578989,0.526730300094448,0.526393743590906,0.526096044852577,0.525830831928699,0.525593055428269,0.525378662051967,0.525184360296959
"23",0.4268222811146,0.559927778993634,0.566209653498372,0.56492846945076,0.562954345335127,0.561287887303606,0.559991062225577,0.558984619036228,0.558190362023994,0.557550619535295,0.557025262982147,0.556586426829931,0.556214446253903,0.555895142123803,0.55561806412781,0.555375350725918,0.555160977381056,0.554970250458009,0.554799459101315,0.554645630774702,0.554506356275054
"24",0.414097486087458,0.575641099231269,0.590243390065488,0.590500058756158,0.589471329030614,0.588452728876958,0.587628148650441,0.586981095314458,0.586469465342658,0.586057822026176,0.585720455040635,0.58543924552716,0.58520135067862,0.584997508955753,0.584820904900105,0.584666422219964,0.584530148836022,0.584409043401327,0.584300706153986,0.584203218297424,0.5841150272654
"25",0.401001832223068,0.565113139758415,0.614530339444009,0.616388489592775,0.616325801379595,0.61595880690764,0.615603109078053,0.615309161258421,0.615072843130313,0.614881824942477,0.61472521276456,0.614594805067303,0.614484640616242,0.614390380815486,0.614308824746411,0.614237569924131,0.614174781588774,0.614119035588807,0.614069210013225,0.614024409187456,0.613983909426441
"26",0.387512231220137,0.554207182420991,0.614292063628269,0.632208998421753,0.637912459319891,0.639828722510501,0.640489728446316,0.640720378350482,0.640801249878281,0.640829661385002,0.640839650720217,0.640843164017275,0.640844399811899,0.640844834520574,0.640844987438429,0.640845041230852,0.640845060153641,0.640845066810198,0.640845069151805,0.640845069975525,0.640845070265288
"27",0.373605253973826,0.542875731567339,0.607316950880597,0.627475877459321,0.634195893402159,0.636566630953177,0.63742760153798,0.637744461376197,0.637861759675284,0.63790529216963,0.637921465537428,0.637927477022379,0.637929711846649,0.637930542725782,0.637930851645522,0.637930966502884,0.637931009207437,0.637931025085239,0.637931030988702,0.637931033183646,0.637931033999741
"28",0.359256751769107,0.531066355582868,0.600011962919611,0.622576385146021,0.630429235048037,0.633328794772991,0.634433860421726,0.634861459137759,0.635028080930807,0.635093214920054,0.635118712527341,0.635128700155921,0.635132613458572,0.635134146929079,0.635134747866446,0.635134983367174,0.635135075658141,0.635135111826415,0.635135126000566,0.635135131555344,0.635135133732233
"29",0.344441479848356,0.518720528339443,0.592329170722017,0.617470601835039,0.62657952955511,0.630089101012877,0.63148850609505,0.632056152110945,0.632288323052657,0.632383656467114,0.632422874134845,0.632439020999183,0.632445671646463,0.632448411430976,0.632449540195719,0.632450005252404,0.632450196861095,0.632450275806624,0.632450308333415,0.632450321734979,0.632450327256643
"30",0.329132709510218,0.505772147300551,0.584215277434124,0.612115268534067,0.622611219235087,0.626819140803804,0.628569592660571,0.629311853080219,0.629629651196521,0.629766368530966,0.629825322622214,0.629850773215775,0.629861766280939,0.629866515830137,0.629868568122209,0.629869454973647,0.629869838216618,0.629870003832851,0.629870075403358,0.629870106332397,0.629870119698332
"31",0.313301814476621,0.492145614231557,0.575610124889971,0.606462866329186,0.618485553793758,0.623487760024516,0.625652809263566,0.626609991902942,0.627037892116858,0.627230281243518,0.627317035876456,0.627356214621608,0.627373921115372,0.627381926385928,0.62738554630772,0.627387183355977,0.627387923715824,0.627388258552863,0.627388409988676,0.627388478478469,0.627388509454387
"32",0.296917815885058,0.477753311241634,0.566444768724219,0.600460442468517,0.614159841779433,0.620060510993653,0.622710998397697,0.623929649301125,0.624497088000304,0.624763101060638,0.624888258152158,0.624947256084945,0.624975095010144,0.624988237992325,0.624994444565509,0.62499737592824,0.624998760507031,0.624999414512251,0.624999723436884,0.624999869361237,0.624999938290712
"33",0.279946867773129,0.462492221265205,0.556638942805271,0.594048088977138,0.609586486159412,0.616498965819093,0.619713583223639,0.62124702167122,0.621988985651673,0.622350841707214,0.622528093312794,0.622615127457405,0.622657919154325,0.622678973333396,0.622689336281082,0.622694438006948,0.622696949882539,0.622698186695653,0.622698795703889,0.622699095585013,0.622699243250392
"34",0.262351661040046,0.446239306879385,0.546097641563603,0.587156935506433,0.604711723413367,0.61275983727897,0.616625865887995,0.61853479092705,0.619492442924884,0.619977273330687,0.620224015699732,0.620349964396581,0.620414363314684,0.620447322576359,0.620464200074737,0.620472845125448,0.620477274050074,0.62047954322644,0.620480705905088,0.620481301653455,0.620481606915208
"35",0.244090718134088,0.428845035177326,0.534706396815376,0.579706448135793,0.599473948943083,0.608793830935513,0.613408143396682,0.61576136187645,0.616982725976458,0.61762326941719,0.617961279870235,0.618140296675623,0.618235310703867,0.618285803046789,0.618312655216876,0.618326941389165,0.618334543904895,0.618338590211454,0.618340743957039,0.618341890391905,0.618342500652474
"36",0.225117542397898,0.410124042879505,0.522324565780372,0.571600711579023,0.593801453712392,0.604544118031015,0.610014564613505,0.612889912756144,0.614430658420777,0.615266022137366,0.615722204192034,0.615972413711165,0.616110016497178,0.616185813446251,0.616227605966538,0.616250662736115,0.616263387484679,0.616270411564754,0.616274289339312,0.61627643029045,0.616277612376741
"37",0.205379573966386,0.389841218858036,0.50877548327759,0.562723179089801,0.587609302865744,0.59994426472082,0.606391616716197,0.609877179255187,0.611801564608013,0.612878082917372,0.613485293249272,0.613829575471248,0.614025418549344,0.614137050786299,0.614200763240154,0.614237154932069,0.614257951517885,0.614269839606823,0.614276636520036,0.614280523031629,0.614282745510826
"38",0.184816886557613,0.367690101556421,0.493831461206764,0.552929034358873,0.580794928756886,0.594915365300419,0.602476073746476,0.606671853390168,0.609053920381463,0.61042616340733,0.61122414796687,0.611691024850267,0.611965259098945,0.612126749344714,0.612222003140081,0.612278246894677,0.612311478964999,0.612331122764847,0.612342737537604,0.612349606162325,0.612353668492979
"39",0.163360533544733,0.343257652665949,0.477189885432625,0.542033682042739,0.573231734117495,0.589361979119856,0.598192148944388,0.603212416658409,0.606137579482099,0.60786959800431,0.608906086648735,0.609530738069306,0.609908960866555,0.61013868783807,0.610278509592143,0.610363727655391,0.610415712894856,0.610447444014125,0.610466819774583,0.610478654047905,0.610485883335766
"40",0.140930412623966,0.315963141490126,0.458432943408971,0.529794657165848,0.564759494799534,0.583166211902329,0.593447438594652,0.599424124969455,0.6029913709195,0.605158314575347,0.606490358559609,0.607315817735583,0.607830175979487,0.608151890528355,0.608353630281258,0.60848035813532,0.608560060016974,0.608610226564004,0.608641819888845,0.608661723631937,0.60867426602055
"41",0.117432458255974,0.284943204812038,0.436954768888001,0.515881675834639,0.555169373001066,0.576178807607358,0.588126973546709,0.595214688493072,0.599539741002007,0.602230070271846,0.603925763301269,0.605004380303294,0.605694884706891,0.606138914618275,0.60642534688574,0.606610523562892,0.606730423075724,0.606808139547157,0.60685855125533,0.606891268237611,0.606912508965135
"42",0.0927548769001665,0.248810530234257,0.411816552284371,0.499823689281834,0.544179330744546,0.5682051982889,0.582084192086682,0.590467877862982,0.595687902220826,0.5990065563081,0.601147373732032,0.602542700313373,0.603458850769589,0.604063560128207,0.604464214325808,0.604730392465762,0.604907575099791,0.605025682102361,0.605104488743004,0.605157109642437,0.605192263484901
"43",0.066762981334145,0.205058644843879,0.381417217447862,0.480906856243544,0.531391199691234,0.55898255845791,0.575126663564358,0.585033701725302,0.591314565651401,0.595387703408745,0.598071858040237,0.599861218508761,0.601064118106662,0.601877741174092,0.602430544533016,0.60280738173613,0.603064890547766,0.603241171483436,0.603362004838154,0.60344491050021,0.603501833169893
"44",0.0392919307628593,0.148145797496485,0.342573075909954,0.457953051078185,0.516209360627639,0.548139637468002,0.566992325727699,0.578712627960255,0.586260590781769,0.591243010431045,0.594590526643593,0.596868740734324,0.598434015595814,0.5995170838801,0.600270469681926,0.600796611155236,0.601165149833579,0.601423874317013,0.601605812454614,0.601733915404326,0.601824198410116
"45",0.0101362127826113,0.0583372694504061,0.28674287186756,0.428745227137976,0.497668531440817,0.535120462971306,0.557307268027447,0.571228794998565,0.580310357506075,0.586397706617233,0.590558514381316,0.593443623865722,0.595465728197087,0.596894494258347,0.597910260874073,0.598635818765892,0.599155956727337,0.599529868776167,0.599799236624661,0.599993608241647,0.600134040036768
"46",0,0,0,0.388000263070594,0.474004115652332,0.519022235609277,0.545503983287944,0.562181185043107,0.573159248380885,0.58060939281508,0.585777029883288,0.589419677063103,0.592018688280881,0.593890313461582,0.595247779624117,0.596237803643908,0.596962973769236,0.597495944244258,0.597888695802301,0.598178721174839,0.598393238674496
"47",0,0,0,0.311356592067033,0.441243866311219,0.498189061466385,0.530642952789713,0.550945760271574,0.564352156309925,0.573525728309284,0.579962282216937,0.584562188303005,0.587895340864536,0.590336382863597,0.592138923800989,0.593478647610183,0.594479514652894,0.5952302914561,0.595795305818887,0.596221628304516,0.596543973461314
"48",0,0,0,0,0.38461154569206,0.468870128130385,0.51094662843543,0.536451023416652,0.553153788283991,0.564600302475727,0.572686396085477,0.578523946087933,0.582806916190589,0.585988439462777,0.588374704444869,0.590178213083183,0.591549618516614,0.592597575479902,0.593401551598284,0.594020337473817,0.594497838899682
"49",0,0,0,0,0,0.416848194382715,0.482137467053307,0.516543231093644,0.538227690805664,0.552902001205164,0.563251735399566,0.570756110043688,0.576306712075842,0.580474046076959,0.583639227233664,0.586065292385415,0.587938476148842,0.589393356704041,0.590528812422949,0.591418490966701,0.592117871958447
"50",0,0,0,0,0,0,0.423787271174654,0.485326194341235,0.516601774363552,0.536586731600791,0.550375824476003,0.560300314667657,0.567642825816861,0.573182629091766,0.57742417299259,0.580708897181285,0.583275731123185,0.585296249995829,0.586896231307591,0.588169441854763,0.589186761355868
"51",0,0,0,0,0,0,0,0,0.477689019578333,0.510780233447114,0.531152491525521,0.545184281414403,0.555366617827612,0.562992212409264,0.568827337615117,0.573363358460572,0.576932338151051,0.579767331654271,0.582036662155729,0.583864669367095,0.585344885715438
"52",0,0,0,0,0,0,0,0,0,0,0.494640867263454,0.519735959052234,0.535890623893092,0.547382152072819,0.55595602672216,0.562541038225649,0.5676997117425,0.571800157591104,0.575096045535776,0.577768794318024,0.579951839162656
"53",0,0,0,0,0,0,0,0,0,0,0,0,0.489850230807807,0.517211024138509,0.533160699297045,0.544315385892306,0.552650048221219,0.559105566122852,0.564222369589597,0.568344631643931,0.571706370434972
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518025997623502,0.533245871712666,0.543525100526329,0.551177256722063,0.557141921876924
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500780870737158
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
